Company/Candidate Name,Role,Skill,Sub-skill,Count
Entravision APAC,Client Partner - Pinterest,Business,advertising,2
Entravision APAC,Client Partner - Pinterest,WebD,client,2
Entravision APAC,Client Partner - Pinterest,Business,marketing,3
Entravision APAC,Client Partner - Pinterest,Soft_Skills,communication,1
Entravision APAC,Client Partner - Pinterest,Business,digital,2
Entravision APAC,Client Partner - Pinterest,Soft_Skills,creative,1
Ivoclar,Business Development Manager,Business,marketing,3
Ivoclar,Business Development Manager,Business,digital,1
Ivoclar,Business Development Manager,Marketing,market research,1
Ivoclar,Business Development Manager,Business,sales management,1
Ivoclar,Business Development Manager,Business,business development,1
Ivoclar,Business Development Manager,Soft_Skills,communication,1
Ivoclar,Business Development Manager,Soft_Skills,interpersonal skills,1
Ivoclar,Business Development Manager,Soft_Skills,organizational,1
Ivoclar,Business Development Manager,Soft_Skills,flexible,1
Hyphen Deux Co. Ltd.,RTL DESIGN ENGINEER,Soft_Skills,vietnamese,1
Hyphen Deux Co. Ltd.,RTL DESIGN ENGINEER,Business,digital,2
Hyphen Deux Co. Ltd.,RTL DESIGN ENGINEER,Soft_Skills,flexible,1
SID Global Solutions,Enterprise Sales Executive,Soft_Skills,customer focused,1
SID Global Solutions,Enterprise Sales Executive,Prod_mgmt.,customer focused,1
SID Global Solutions,Enterprise Sales Executive,Soft_Skills,documentation,2
SID Global Solutions,Enterprise Sales Executive,Soft_Skills,project management,1
PHILIA DX,UNREAL ENGINE ARTIST / CG Generalist,Soft_Skills,creative,1
PHILIA DX,UNREAL ENGINE ARTIST / CG Generalist,Business,digital,2
AFR Solutions,Salesforce Technical Manager,Business,marketing,1
AFR Solutions,Salesforce Technical Manager,Soft_Skills,project management,3
AFR Solutions,Salesforce Technical Manager,Business,strategies,1
AFR Solutions,Salesforce Technical Manager,Soft_Skills,leadership,3
AFR Solutions,Salesforce Technical Manager,Analytics,data analysis,1
AFR Solutions,Salesforce Technical Manager,Analytics,data driven,1
AFR Solutions,Salesforce Technical Manager,Soft_Skills,dashboards,1
AFR Solutions,Salesforce Technical Manager,Soft_Skills,time management,1
AFR Solutions,Salesforce Technical Manager,Soft_Skills,team management,1
AFR Solutions,Salesforce Technical Manager,Soft_Skills,communication,1
AFR Solutions,Salesforce Technical Manager,Soft_Skills,communication skills,1
AFR Solutions,Salesforce Technical Manager,Soft_Skills,problem solving,1
AFR Solutions,Salesforce Technical Manager,Soft_Skills,team building,1
FE CREDIT,Senior IT Business Analyst Specialist,Coding,go,1
FE CREDIT,Senior IT Business Analyst Specialist,Analytics,business analysis,2
FE CREDIT,Senior IT Business Analyst Specialist,DevOps,databases,1
FE CREDIT,Senior IT Business Analyst Specialist,Business,sdlc,1
FE CREDIT,Senior IT Business Analyst Specialist,Soft_Skills,critical thinking,1
FE CREDIT,Senior IT Business Analyst Specialist,Soft_Skills,communication,1
FE CREDIT,Senior IT Business Analyst Specialist,Soft_Skills,communication skills,1
FE CREDIT,Senior IT Business Analyst Specialist,Soft_Skills,vietnamese,1
FE CREDIT,Senior IT Business Analyst Specialist,Soft_Skills,english,1
FE CREDIT,Senior IT Business Analyst Specialist,Soft_Skills,ownership,1
DisplaySweet,Senior Architectural Visualizer,Soft_Skills,presentation,1
DisplaySweet,Senior Architectural Visualizer,Coding,python,1
DisplaySweet,Senior Architectural Visualizer,Soft_Skills,leadership,1
DisplaySweet,Senior Architectural Visualizer,Soft_Skills,english,1
MagnetIX,Assistant Store Manager,WebD,client,2
MagnetIX,Assistant Store Manager,Soft_Skills,team building,1
MagnetIX,Assistant Store Manager,Soft_Skills,leadership,1
MagnetIX,Assistant Store Manager,Soft_Skills,people management,1
MagnetIX,Assistant Store Manager,Business,strategies,1
CNAV Business Value,Senior Technical Security Consultant,Business,strategies,1
CNAV Business Value,Senior Technical Security Consultant,Soft_Skills,presentation,1
CNAV Business Value,Senior Technical Security Consultant,Soft_Skills,vietnamese,3
CNAV Business Value,Senior Technical Security Consultant,Security_Network,internetworking,1
CNAV Business Value,Senior Technical Security Consultant,Security_Network,firewalls,1
CNAV Business Value,Senior Technical Security Consultant,Security_Network,ips,1
CNAV Business Value,Senior Technical Security Consultant,Soft_Skills,communication,1
CNAV Business Value,Senior Technical Security Consultant,Soft_Skills,english,2
MaxX DC,Account Executive,Business,digital,8
MaxX DC,Account Executive,Soft_Skills,project management,2
MaxX DC,Account Executive,WebD,client,12
MaxX DC,Account Executive,Soft_Skills,creative,4
MaxX DC,Account Executive,Business,marketing,6
MaxX DC,Account Executive,Soft_Skills,leadership,3
MaxX DC,Account Executive,Soft_Skills,problem solving,1
MaxX DC,Account Executive,Soft_Skills,communication,6
MaxX DC,Account Executive,Soft_Skills,presentation,1
MaxX DC,Account Executive,Business,advertising,1
MaxX DC,Account Executive,DevOps,powerpoint,1
MaxX DC,Account Executive,Analytics,excel,1
MaxX DC,Account Executive,Soft_Skills,flexible,1
MaxX DC,Account Executive,Soft_Skills,team building,1
MaxX DC,Account Executive,Business,strategies,1
MaxX DC,Account Executive,Soft_Skills,organizational,1
MaxX DC,Account Executive,WebD,http,1
Arches,Expert Matching Associate (Korean speaker),Marketing,market research,1
Arches,Expert Matching Associate (Korean speaker),Business,business development,1
Arches,Expert Matching Associate (Korean speaker),Soft_Skills,english,2
Arches,Expert Matching Associate (Korean speaker),Soft_Skills,ownership,1
Arches,Expert Matching Associate (Korean speaker),Soft_Skills,critical thinking,1
Arches,Expert Matching Associate (Korean speaker),Soft_Skills,problem solving,1
Arches,Expert Matching Associate (Korean speaker),Analytics,business analysis,1
Arches,Expert Matching Associate (Korean speaker),Analytics,excel,1
Arches,Expert Matching Associate (Korean speaker),Coding,swift,1
Arches,Expert Matching Associate (Korean speaker),Soft_Skills,leadership,1
Arches,Expert Matching Associate (Korean speaker),Soft_Skills,flexible,1
Omnicom Media Group,(Senior) Integrated Media Planner,Business,strategies,2
Omnicom Media Group,(Senior) Integrated Media Planner,Business,digital,3
Omnicom Media Group,(Senior) Integrated Media Planner,Soft_Skills,creative,1
Omnicom Media Group,(Senior) Integrated Media Planner,Business,marketing,1
Omnicom Media Group,(Senior) Integrated Media Planner,Business,advertising,1
Omnicom Media Group,(Senior) Integrated Media Planner,Soft_Skills,english,1
Omnicom Media Group,(Senior) Integrated Media Planner,Soft_Skills,vietnamese,1
Omnicom Media Group,(Senior) Integrated Media Planner,Soft_Skills,communication,1
Omnicom Media Group,(Senior) Integrated Media Planner,Soft_Skills,presentation,1
Omnicom Media Group,(Senior) Integrated Media Planner,Business,ms office,1
Omnicom Media Group,Senior Digital Manager,Business,digital,9
Omnicom Media Group,Senior Digital Manager,Business,marketing,1
Omnicom Media Group,Senior Digital Manager,WebD,client,6
Omnicom Media Group,Senior Digital Manager,Soft_Skills,creative,3
Omnicom Media Group,Senior Digital Manager,Soft_Skills,communication,1
Omnicom Media Group,Senior Digital Manager,WebD,server,1
Omnicom Media Group,Senior Digital Manager,Analytics,excel,1
Omnicom Media Group,Senior Digital Manager,Soft_Skills,leadership,1
Omnicom Media Group,Senior Digital Manager,Soft_Skills,english,1
Galaxy FinX,Solutions Architect,Business,business development,1
Galaxy FinX,Solutions Architect,WebD,api,2
Galaxy FinX,Solutions Architect,Coding,java,2
Galaxy FinX,Solutions Architect,DevOps,nosql,1
Galaxy FinX,Solutions Architect,Soft_Skills,communication,1
Galaxy FinX,Solutions Architect,Business,digital,1
Galaxy FinX,Solutions Architect,DevOps,ui,1
Galaxy FinX,Solutions Architect,DevOps,databases,1
Galaxy FinX,Solutions Architect,DevOps,kubernetes,1
Galaxy FinX,Solutions Architect,DevOps,azure,1
Tech Data APAC​,Senior Pre-sales Consultant,Soft_Skills,presentation,1
Tech Data APAC​,Senior Pre-sales Consultant,Business,marketing,1
Tech Data APAC​,Senior Pre-sales Consultant,Business,strategies,3
Tech Data APAC​,Senior Pre-sales Consultant,Soft_Skills,communication,1
Tech Data APAC​,Senior Pre-sales Consultant,Soft_Skills,english,1
Tech Data APAC​,Senior Pre-sales Consultant,Soft_Skills,problem solving,1
Tech Data APAC​,Senior Pre-sales Consultant,Soft_Skills,leadership,1
LOTTE INNOVATE VIETNAM,IT Business Analyst (Senior level),WebD,api,1
LOTTE INNOVATE VIETNAM,IT Business Analyst (Senior level),Coding,go,1
LOTTE INNOVATE VIETNAM,IT Business Analyst (Senior level),DevOps,software development,1
LOTTE INNOVATE VIETNAM,IT Business Analyst (Senior level),Soft_Skills,documentation,1
LOTTE INNOVATE VIETNAM,IT Business Analyst (Senior level),Soft_Skills,communication,1
LOTTE INNOVATE VIETNAM,IT Business Analyst (Senior level),Soft_Skills,presentation,1
LOTTE INNOVATE VIETNAM,IT Business Analyst (Senior level),Soft_Skills,english,1
LOTTE INNOVATE VIETNAM,IT Business Analyst (Senior level),Soft_Skills,team building,1
Publicis Groupe,Constellation| Social Account Executive,Coding,go,1
Publicis Groupe,Constellation| Social Account Executive,WebD,client,3
Publicis Groupe,Constellation| Social Account Executive,Business,strategies,1
Publicis Groupe,Constellation| Social Account Executive,Business,marketing,1
Publicis Groupe,Constellation| Social Account Executive,Soft_Skills,vietnamese,1
Publicis Groupe,Constellation| Social Account Executive,Soft_Skills,communication,1
Publicis Groupe,Constellation| Social Account Executive,Soft_Skills,interpersonal skills,1
Publicis Groupe,Constellation| Social Account Executive,Soft_Skills,creative,1
Omnicom Media Group,(Associate) Digital Manager,Business,marketing,1
Omnicom Media Group,(Associate) Digital Manager,Business,digital,2
Omnicom Media Group,(Associate) Digital Manager,WebD,client,6
Omnicom Media Group,(Associate) Digital Manager,Soft_Skills,creative,2
Omnicom Media Group,(Associate) Digital Manager,Soft_Skills,leadership,1
Omnicom Media Group,(Associate) Digital Manager,Soft_Skills,english,1
Lalamove,Finance Manager,Coding,go,1
Lalamove,Finance Manager,Soft_Skills,leadership,1
Lalamove,Finance Manager,Analytics,excel,1
Lalamove,Finance Manager,Soft_Skills,communication,1
Lalamove,Finance Manager,Soft_Skills,communication skills,1
Lalamove,Finance Manager,Soft_Skills,english,1
FE CREDIT,Information Risk Management Expert,Soft_Skills,communication,2
FE CREDIT,Information Risk Management Expert,Business,ms office,1
FE CREDIT,Information Risk Management Expert,Analytics,excel,1
FE CREDIT,Information Risk Management Expert,DevOps,powerpoint,1
FE CREDIT,Information Risk Management Expert,Soft_Skills,english,1
FE CREDIT,Information Risk Management Expert,Soft_Skills,conflict resolution,1
Publicis Groupe Vietnam,Constellation| Senior Copywriter,Coding,go,1
Publicis Groupe Vietnam,Constellation| Senior Copywriter,Soft_Skills,creative,16
Publicis Groupe Vietnam,Constellation| Senior Copywriter,Business,creative thinking,1
Publicis Groupe Vietnam,Constellation| Senior Copywriter,WebD,client,4
Publicis Groupe Vietnam,Constellation| Senior Copywriter,DevOps,ux,1
Publicis Groupe Vietnam,Constellation| Senior Copywriter,Soft_Skills,interpersonal skills,2
Publicis Groupe Vietnam,Constellation| Senior Copywriter,Business,digital,1
Publicis Groupe Vietnam,Constellation| Senior Copywriter,Business,advertising,1
Capillary Technologies,Solutions Architect,Soft_Skills,flexible,1
Capillary Technologies,Solutions Architect,Soft_Skills,leadership,2
Capillary Technologies,Solutions Architect,WebD,client,3
Capillary Technologies,Solutions Architect,Business,business strategy,1
Capillary Technologies,Solutions Architect,Business,strategies,1
Capillary Technologies,Solutions Architect,Soft_Skills,communication,1
Capillary Technologies,Solutions Architect,Soft_Skills,organizational,1
Capillary Technologies,Solutions Architect,DevOps,software development,1
Dentsu Creative,PR Manager,Soft_Skills,leadership,4
Dentsu Creative,PR Manager,WebD,client,3
Dentsu Creative,PR Manager,Analytics,data analysis,1
Dentsu Creative,PR Manager,Analytics,data driven,1
Dentsu Creative,PR Manager,Business,strategies,2
Dentsu Creative,PR Manager,Marketing,market research,1
Dentsu Creative,PR Manager,Business,marketing,1
Dentsu Creative,PR Manager,Soft_Skills,communication,2
Dentsu Creative,PR Manager,Soft_Skills,communication skills,2
Dentsu Creative,PR Manager,Analytics,excel,1
Mirae Asset Finance Company (Vietnam),Stock Loan Manager (Margin Loan),Soft_Skills,communication,1
Mirae Asset Finance Company (Vietnam),Stock Loan Manager (Margin Loan),Soft_Skills,negotiation skills,1
Mirae Asset Finance Company (Vietnam),Stock Loan Manager (Margin Loan),Business,business plan,1
Mirae Asset Finance Company (Vietnam),Stock Loan Manager (Margin Loan),Marketing,market research,1
Mirae Asset Finance Company (Vietnam),Stock Loan Manager (Margin Loan),Business,business strategy,1
Mirae Asset Finance Company (Vietnam),Stock Loan Manager (Margin Loan),WebD,client,1
Mirae Asset Finance Company (Vietnam),Stock Loan Manager (Margin Loan),Soft_Skills,critical thinking,1
Mirae Asset Finance Company (Vietnam),Stock Loan Manager (Margin Loan),Soft_Skills,problem solving,1
Publicis Groupe,Constellation | Associate Digital Manager,Business,marketing,3
Publicis Groupe,Constellation | Associate Digital Manager,Business,strategies,1
Publicis Groupe,Constellation | Associate Digital Manager,Business,digital,2
Publicis Groupe,Constellation | Associate Digital Manager,Marketing,digital marketing,1
Publicis Groupe,Constellation | Associate Digital Manager,Analytics,optimization,1
Publicis Groupe,Constellation | Associate Digital Manager,Business,advertising,1
Publicis Groupe,Constellation | Associate Digital Manager,DevOps,adwords,1
Publicis Groupe,Constellation | Associate Digital Manager,Soft_Skills,organized,1
Publicis Groupe,Constellation | Associate Digital Manager,Soft_Skills,presentation,1
Publicis Groupe,Constellation | Associate Digital Manager,Soft_Skills,communication,1
Publicis Groupe,Constellation | Associate Digital Manager,Soft_Skills,english,1
Publicis Groupe,Constellation | Associate Digital Manager,Soft_Skills,critical thinking,1
Publicis Groupe,Constellation | Associate Digital Manager,Soft_Skills,problem solving,1
Publicis Groupe,Constellation | Associate Digital Manager,Business,ms excel,1
Publicis Groupe,Constellation | Associate Digital Manager,Analytics,excel,1
Four Hands Vietnam,BI Supervisor,Soft_Skills,dashboards,1
Four Hands Vietnam,BI Supervisor,Soft_Skills,initiative,1
Four Hands Vietnam,BI Supervisor,ML/AI,data modeling,1
Four Hands Vietnam,BI Supervisor,Soft_Skills,creative,1
Four Hands Vietnam,BI Supervisor,Soft_Skills,problem solving,2
Four Hands Vietnam,BI Supervisor,Soft_Skills,communication,1
Four Hands Vietnam,BI Supervisor,Soft_Skills,communication skills,1
Four Hands Vietnam,BI Supervisor,Soft_Skills,english,1
Four Hands Vietnam,BI Supervisor,Soft_Skills,adaptability,1
Four Hands Vietnam,BI Supervisor,Coding,sql,1
Four Hands Vietnam,BI Supervisor,Business,supply chain,1
Shopee,"Junior Category Manager (Electronics) - Business Development, Shopee",Analytics,data analysis,1
Shopee,"Junior Category Manager (Electronics) - Business Development, Shopee",Business,business development,2
Shopee,"Junior Category Manager (Electronics) - Business Development, Shopee",Soft_Skills,leadership,1
Shopee,"Junior Category Manager (Electronics) - Business Development, Shopee",Soft_Skills,communication,1
Shopee,"Junior Category Manager (Electronics) - Business Development, Shopee",Soft_Skills,problem solving,1
Golden Communication Group,Senior Public Relations Specialist,Soft_Skills,vietnamese,1
Golden Communication Group,Senior Public Relations Specialist,Soft_Skills,flexible,1
Golden Communication Group,Senior Public Relations Specialist,Business,strategies,2
Golden Communication Group,Senior Public Relations Specialist,Soft_Skills,project management,2
Golden Communication Group,Senior Public Relations Specialist,WebD,client,2
Home Credit Vietnam,Business Development Assistant Manager,Business,strategies,1
Home Credit Vietnam,Business Development Assistant Manager,Business,performance metrics,1
Home Credit Vietnam,Business Development Assistant Manager,Business,marketing,7
Home Credit Vietnam,Business Development Assistant Manager,Soft_Skills,communication,2
Home Credit Vietnam,Business Development Assistant Manager,Soft_Skills,presentation,1
Home Credit Vietnam,Business Development Assistant Manager,Analytics,excel,1
Home Credit Vietnam,Business Development Assistant Manager,DevOps,powerpoint,1
SoftwareOne,Delivery Consultant - Cloud,DevOps,aws,10
SoftwareOne,Delivery Consultant - Cloud,WebD,client,1
SoftwareOne,Delivery Consultant - Cloud,DevOps,kubernetes,2
SoftwareOne,Delivery Consultant - Cloud,WebD,server,1
SoftwareOne,Delivery Consultant - Cloud,WebD,protocols,1
SoftwareOne,Delivery Consultant - Cloud,DevOps,ansible,1
SoftwareOne,Delivery Consultant - Cloud,DevOps,docker,1
SoftwareOne,Delivery Consultant - Cloud,Coding,python,1
SoftwareOne,Delivery Consultant - Cloud,DevOps,devops,1
SoftwareOne,Delivery Consultant - Cloud,Soft_Skills,problem solving,1
SoftwareOne,Delivery Consultant - Cloud,Soft_Skills,communication,1
SoftwareOne,Delivery Consultant - Cloud,Soft_Skills,communication skills,1
SoftwareOne,Delivery Consultant - Cloud,Soft_Skills,vietnamese,1
SoftwareOne,Delivery Consultant - Cloud,Soft_Skills,english,1
Capillary Technologies,Product Configuration Specialist,WebD,client,2
Capillary Technologies,Product Configuration Specialist,Marketing,brand management,1
Capillary Technologies,Product Configuration Specialist,Soft_Skills,documentation,1
Capillary Technologies,Product Configuration Specialist,Soft_Skills,communication,1
Capillary Technologies,Product Configuration Specialist,Soft_Skills,communication skills,1
Capillary Technologies,Product Configuration Specialist,Soft_Skills,multitask,1
Capillary Technologies,Product Configuration Specialist,Soft_Skills,vietnamese,1
Capillary Technologies,Product Configuration Specialist,Soft_Skills,writing skills,1
Publicis Groupe Vietnam,MSL | Senior Copywriter,Soft_Skills,creative,6
Publicis Groupe Vietnam,MSL | Senior Copywriter,Business,creative thinking,1
Publicis Groupe Vietnam,MSL | Senior Copywriter,Soft_Skills,english,1
Publicis Groupe Vietnam,MSL | Senior Copywriter,WebD,client,1
Publicis Groupe Vietnam,MSL | Senior Copywriter,Soft_Skills,critical thinking,1
Publicis Groupe Vietnam,MSL | Senior Copywriter,Business,digital,1
Publicis Groupe Vietnam,MSL | Senior Copywriter,Soft_Skills,vietnamese,1
Publicis Groupe Vietnam,MSL | Senior Copywriter,Soft_Skills,interpersonal skills,1
Publicis Groupe Vietnam,MSL | Senior Copywriter,Business,advertising,1
MoMo (M_Service),Quality Control Engineer,ML/AI,regression,1
MoMo (M_Service),Quality Control Engineer,DevOps,databases,2
MoMo (M_Service),Quality Control Engineer,DevOps,software development,1
MoMo (M_Service),Quality Control Engineer,WebD,api,1
MoMo (M_Service),Quality Control Engineer,DevOps,docker,2
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),Coding,go,1
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),Analytics,optimization,2
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),WebD,client,3
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),Business,digital,1
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),Marketing,social media marketing,1
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),Business,marketing,2
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),Soft_Skills,social media platforms,1
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),Soft_Skills,writing skills,1
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),Soft_Skills,communication,1
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),Soft_Skills,creative,1
Publicis Groupe Vietnam,Leo Burnett | Community – Senior Social Executive (Social Outreach focused),Soft_Skills,ownership,1
RMIT University,"Lecturer, Finance",Business,digital,1
RMIT University,"Lecturer, Finance",Soft_Skills,english,1
RMIT University,"Lecturer, Finance",Soft_Skills,communication,1
Golden Communication Group,Senior Copywriter,Soft_Skills,vietnamese,1
Golden Communication Group,Senior Copywriter,Soft_Skills,flexible,1
Golden Communication Group,Senior Copywriter,Analytics,excel,1
Golden Communication Group,Senior Copywriter,Business,advertising,1
Golden Communication Group,Senior Copywriter,Soft_Skills,creative,6
Golden Communication Group,Senior Copywriter,WebD,client,1
Golden Communication Group,Senior Copywriter,Soft_Skills,presentation,2
Golden Communication Group,Senior Copywriter,Marketing,influencer marketing,1
Golden Communication Group,Senior Copywriter,Business,marketing,1
Golden Communication Group,Senior Copywriter,Soft_Skills,communication,1
Golden Communication Group,Senior Copywriter,Soft_Skills,time management,1
Golden Communication Group,Senior Copywriter,Soft_Skills,project management,1
Astek,Technical Support Engineer,Business,digital,1
Astek,Technical Support Engineer,Soft_Skills,customer focused,1
Astek,Technical Support Engineer,Prod_mgmt.,customer focused,1
Astek,Technical Support Engineer,Soft_Skills,communication,1
Astek,Technical Support Engineer,Soft_Skills,documentation,2
Astek,Technical Support Engineer,Security_Network,incident response,1
Astek,Technical Support Engineer,WebD,api,2
Astek,Technical Support Engineer,Soft_Skills,problem solving,1
Astek,Technical Support Engineer,DevOps,software development,2
Astek,Technical Support Engineer,Soft_Skills,writing skills,1
Astek,Technical Support Engineer,Soft_Skills,english,1
Astek,Technical Support Engineer,Soft_Skills,vietnamese,1
Artemis Digital,Search Engine Optimization Specialist,Business,digital,2
Artemis Digital,Search Engine Optimization Specialist,Marketing,digital marketing,2
Artemis Digital,Search Engine Optimization Specialist,Business,marketing,2
Artemis Digital,Search Engine Optimization Specialist,Marketing,seo,7
Artemis Digital,Search Engine Optimization Specialist,Business,strategies,3
Artemis Digital,Search Engine Optimization Specialist,Analytics,optimization,1
Artemis Digital,Search Engine Optimization Specialist,Soft_Skills,communication,1
Artemis Digital,Search Engine Optimization Specialist,Soft_Skills,communication skills,1
Artemis Digital,Search Engine Optimization Specialist,Soft_Skills,english,1
Artemis Digital,Search Engine Optimization Specialist,Business,google analytics,1
Beyondsoft,IT Event Support Manager,Business,digital,2
Beyondsoft,IT Event Support Manager,Soft_Skills,team building,1
Beyondsoft,IT Event Support Manager,WebD,protocols,1
Beyondsoft,IT Event Support Manager,Business,marketing,2
Beyondsoft,IT Event Support Manager,Business,strategic thinking,1
Beyondsoft,IT Event Support Manager,Soft_Skills,communication,1
Beyondsoft,IT Event Support Manager,Soft_Skills,english,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Business,digital,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Business,strategies,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Soft_Skills,organized,2
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Soft_Skills,project management,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,WebD,client,3
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Soft_Skills,initiative,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Business,business development,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Soft_Skills,problem solving,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Soft_Skills,creative,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Soft_Skills,communication,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Soft_Skills,communication skills,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Soft_Skills,english,1
IFC - International Finance Corporation,Short-Term Consultant: Project Manager - Climate Finance,Soft_Skills,vietnamese,1
Shopee,Workforce Acquisition Team Leader (Recruitment) - SPX Express,Soft_Skills,creative,3
Shopee,Workforce Acquisition Team Leader (Recruitment) - SPX Express,Soft_Skills,team management,1
Shopee,Workforce Acquisition Team Leader (Recruitment) - SPX Express,Soft_Skills,communication,1
Shopee,Workforce Acquisition Team Leader (Recruitment) - SPX Express,Soft_Skills,communication skills,1
Shopee,Workforce Acquisition Team Leader (Recruitment) - SPX Express,Soft_Skills,problem solving,1
Astek,QA/QC MANUAL TESTER,Business,digital,1
Astek,QA/QC MANUAL TESTER,DevOps,devops,2
Astek,QA/QC MANUAL TESTER,DevOps,software development,1
Astek,QA/QC MANUAL TESTER,DevOps,jenkins,1
Astek,QA/QC MANUAL TESTER,DevOps,azure,1
Astek,QA/QC MANUAL TESTER,Soft_Skills,vietnamese,1
UOB,Universal Banker - Direct Sales (HCMC),Business,strategies,1
UOB,Universal Banker - Direct Sales (HCMC),Soft_Skills,communication,1
UOB,Universal Banker - Direct Sales (HCMC),Soft_Skills,problem solving,1
UOB,Universal Banker - Direct Sales (HCMC),Soft_Skills,negotiation skills,1
Shopee,Senior Finance Planning & Analysis - SPX Express,Analytics,business insights,2
Shopee,Senior Finance Planning & Analysis - SPX Express,Business,demand planning,1
Shopee,Senior Finance Planning & Analysis - SPX Express,Soft_Skills,dashboards,2
Shopee,Senior Finance Planning & Analysis - SPX Express,Analytics,optimization,2
The Access Group,Technical Support Analyst,Soft_Skills,organizational,1
The Access Group,Technical Support Analyst,WebD,html,1
The Access Group,Technical Support Analyst,Marketing,seo,1
The Access Group,Technical Support Analyst,Soft_Skills,time management,1
The Access Group,Technical Support Analyst,Soft_Skills,initiative,1
The Access Group,Technical Support Analyst,Soft_Skills,communication,1
The Access Group,Technical Support Analyst,Soft_Skills,communication skills,1
The Access Group,Technical Support Analyst,Soft_Skills,english,1
The Access Group,Technical Support Analyst,Soft_Skills,interpersonal skills,1
ApplyBoard,International Recruitment Specialist- K12 Vietnam,Soft_Skills,organized,1
ApplyBoard,International Recruitment Specialist- K12 Vietnam,Soft_Skills,leadership,1
ApplyBoard,International Recruitment Specialist- K12 Vietnam,Business,strategies,1
ApplyBoard,International Recruitment Specialist- K12 Vietnam,WebD,client,1
GENUINE PARTNER GROUP,Recruitment Executive,Business,strategies,1
GENUINE PARTNER GROUP,Recruitment Executive,Soft_Skills,communication,1
GENUINE PARTNER GROUP,Recruitment Executive,Soft_Skills,interpersonal skills,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Soft_Skills,team work,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Business,digital,6
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Marketing,seo,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Soft_Skills,customer focused,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Prod_mgmt.,customer focused,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Soft_Skills,flexible,2
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Analytics,optimization,2
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Soft_Skills,creative,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,WebD,html,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,WebD,css,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,WebD,javascript,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,WebD,react,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Soft_Skills,english,2
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Soft_Skills,communication,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Soft_Skills,communication skills,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Soft_Skills,ownership,1
NAB Innovation Centre Vietnam,Middle/Senior Web Producer,Soft_Skills,leadership,3
Terroir & Spice,Communication Manager,Business,marketing,12
Terroir & Spice,Communication Manager,Soft_Skills,communication,3
Terroir & Spice,Communication Manager,Business,digital,9
Terroir & Spice,Communication Manager,Marketing,digital marketing,4
Terroir & Spice,Communication Manager,Soft_Skills,project management,1
Terroir & Spice,Communication Manager,Business,advertising,1
Terroir & Spice,Communication Manager,Soft_Skills,interpersonal skills,1
Terroir & Spice,Communication Manager,Soft_Skills,english,1
Terroir & Spice,Communication Manager,Soft_Skills,vietnamese,1
DP World,Accounts Payable Officer,Business,supply chain,2
XPROFILE - Integrated Human Resources Solutions,OPERATIONAL FINANCE ANALYST,Business,marketing,1
