Company/Candidate Name,Skill,Sub-skill
Entravision APAC,Business,advertising
Entravision APAC,WebD,client
Entravision APAC,Business,marketing
Entravision APAC,Soft_Skills,communication
Entravision APAC,Business,digital
Entravision APAC,Soft_Skills,creative
Ivoclar,Business,marketing
Ivoclar,Business,digital
Ivoclar,Marketing,market research
Ivoclar,Business,sales management
Ivoclar,Business,business development
Ivoclar,Soft_Skills,communication
Ivoclar,Soft_Skills,interpersonal skills
Ivoclar,Soft_Skills,organizational
Ivoclar,Soft_Skills,flexible
Hyphen Deux Co. Ltd.,Soft_Skills,vietnamese
Hyphen Deux Co. Ltd.,Business,digital
Hyphen Deux Co. Ltd.,Soft_Skills,flexible
SID Global Solutions,Soft_Skills,customer focused
SID Global Solutions,Prod_mgmt.,customer focused
SID Global Solutions,Soft_Skills,documentation
SID Global Solutions,Soft_Skills,project management
PHILIA DX,Soft_Skills,creative
PHILIA DX,Business,digital
AFR Solutions,Business,marketing
AFR Solutions,Soft_Skills,project management
AFR Solutions,Business,strategies
AFR Solutions,Soft_Skills,leadership
AFR Solutions,Analytics,data analysis
AFR Solutions,Analytics,data driven
AFR Solutions,Soft_Skills,dashboards
AFR Solutions,Soft_Skills,time management
AFR Solutions,Soft_Skills,team management
AFR Solutions,Soft_Skills,communication
AFR Solutions,Soft_Skills,communication skills
AFR Solutions,Soft_Skills,problem solving
AFR Solutions,Soft_Skills,team building
FE CREDIT,Coding,go
FE CREDIT,Analytics,business analysis
FE CREDIT,DevOps,databases
FE CREDIT,Business,sdlc
FE CREDIT,Soft_Skills,critical thinking
FE CREDIT,Soft_Skills,communication
FE CREDIT,Soft_Skills,communication skills
FE CREDIT,Soft_Skills,vietnamese
FE CREDIT,Soft_Skills,english
FE CREDIT,Soft_Skills,ownership
DisplaySweet,Soft_Skills,presentation
DisplaySweet,Coding,python
DisplaySweet,Soft_Skills,leadership
DisplaySweet,Soft_Skills,english
MagnetIX,WebD,client
MagnetIX,Soft_Skills,team building
MagnetIX,Soft_Skills,leadership
MagnetIX,Soft_Skills,people management
MagnetIX,Business,strategies
CNAV Business Value,Business,strategies
CNAV Business Value,Soft_Skills,presentation
CNAV Business Value,Soft_Skills,vietnamese
CNAV Business Value,Security_Network,internetworking
CNAV Business Value,Security_Network,firewalls
CNAV Business Value,Security_Network,ips
CNAV Business Value,Soft_Skills,communication
CNAV Business Value,Soft_Skills,english
MaxX DC,Business,digital
MaxX DC,Soft_Skills,project management
MaxX DC,WebD,client
MaxX DC,Soft_Skills,creative
MaxX DC,Business,marketing
MaxX DC,Soft_Skills,leadership
MaxX DC,Soft_Skills,problem solving
MaxX DC,Soft_Skills,communication
MaxX DC,Soft_Skills,presentation
MaxX DC,Business,advertising
MaxX DC,DevOps,powerpoint
MaxX DC,Analytics,excel
MaxX DC,Soft_Skills,flexible
MaxX DC,Soft_Skills,team building
MaxX DC,Business,strategies
MaxX DC,Soft_Skills,organizational
MaxX DC,WebD,http
Arches,Marketing,market research
Arches,Business,business development
Arches,Soft_Skills,english
Arches,Soft_Skills,ownership
Arches,Soft_Skills,critical thinking
Arches,Soft_Skills,problem solving
Arches,Analytics,business analysis
Arches,Analytics,excel
Arches,Coding,swift
Arches,Soft_Skills,leadership
Arches,Soft_Skills,flexible
Omnicom Media Group,Business,strategies
Omnicom Media Group,Business,digital
Omnicom Media Group,Soft_Skills,creative
Omnicom Media Group,Business,marketing
Omnicom Media Group,Business,advertising
Omnicom Media Group,Soft_Skills,english
Omnicom Media Group,Soft_Skills,vietnamese
Omnicom Media Group,Soft_Skills,communication
Omnicom Media Group,Soft_Skills,presentation
Omnicom Media Group,Business,ms office
Omnicom Media Group,Business,digital
Omnicom Media Group,Business,marketing
Omnicom Media Group,WebD,client
Omnicom Media Group,Soft_Skills,creative
Omnicom Media Group,Soft_Skills,communication
Omnicom Media Group,WebD,server
Omnicom Media Group,Analytics,excel
Omnicom Media Group,Soft_Skills,leadership
Omnicom Media Group,Soft_Skills,english
Galaxy FinX,Business,business development
Galaxy FinX,WebD,api
Galaxy FinX,Coding,java
Galaxy FinX,DevOps,nosql
Galaxy FinX,Soft_Skills,communication
Galaxy FinX,Business,digital
Galaxy FinX,DevOps,ui
Galaxy FinX,DevOps,databases
Galaxy FinX,DevOps,kubernetes
Galaxy FinX,DevOps,azure
Tech Data APAC​,Soft_Skills,presentation
Tech Data APAC​,Business,marketing
Tech Data APAC​,Business,strategies
Tech Data APAC​,Soft_Skills,communication
Tech Data APAC​,Soft_Skills,english
Tech Data APAC​,Soft_Skills,problem solving
Tech Data APAC​,Soft_Skills,leadership
LOTTE INNOVATE VIETNAM,WebD,api
LOTTE INNOVATE VIETNAM,Coding,go
LOTTE INNOVATE VIETNAM,DevOps,software development
LOTTE INNOVATE VIETNAM,Soft_Skills,documentation
LOTTE INNOVATE VIETNAM,Soft_Skills,communication
LOTTE INNOVATE VIETNAM,Soft_Skills,presentation
LOTTE INNOVATE VIETNAM,Soft_Skills,english
LOTTE INNOVATE VIETNAM,Soft_Skills,team building
Publicis Groupe,Coding,go
Publicis Groupe,WebD,client
Publicis Groupe,Business,strategies
Publicis Groupe,Business,marketing
Publicis Groupe,Soft_Skills,vietnamese
Publicis Groupe,Soft_Skills,communication
Publicis Groupe,Soft_Skills,interpersonal skills
Publicis Groupe,Soft_Skills,creative
Omnicom Media Group,Business,marketing
Omnicom Media Group,Business,digital
Omnicom Media Group,WebD,client
Omnicom Media Group,Soft_Skills,creative
Omnicom Media Group,Soft_Skills,leadership
Omnicom Media Group,Soft_Skills,english
Lalamove,Coding,go
Lalamove,Soft_Skills,leadership
Lalamove,Analytics,excel
Lalamove,Soft_Skills,communication
Lalamove,Soft_Skills,communication skills
Lalamove,Soft_Skills,english
FE CREDIT,Soft_Skills,communication
FE CREDIT,Business,ms office
FE CREDIT,Analytics,excel
FE CREDIT,DevOps,powerpoint
FE CREDIT,Soft_Skills,english
FE CREDIT,Soft_Skills,conflict resolution
Publicis Groupe Vietnam,Coding,go
Publicis Groupe Vietnam,Soft_Skills,creative
Publicis Groupe Vietnam,Business,creative thinking
Publicis Groupe Vietnam,WebD,client
Publicis Groupe Vietnam,DevOps,ux
Publicis Groupe Vietnam,Soft_Skills,interpersonal skills
Publicis Groupe Vietnam,Business,digital
Publicis Groupe Vietnam,Business,advertising
Capillary Technologies,Soft_Skills,flexible
Capillary Technologies,Soft_Skills,leadership
Capillary Technologies,WebD,client
Capillary Technologies,Business,business strategy
Capillary Technologies,Business,strategies
Capillary Technologies,Soft_Skills,communication
Capillary Technologies,Soft_Skills,organizational
Capillary Technologies,DevOps,software development
Dentsu Creative,Soft_Skills,leadership
Dentsu Creative,WebD,client
Dentsu Creative,Analytics,data analysis
Dentsu Creative,Analytics,data driven
Dentsu Creative,Business,strategies
Dentsu Creative,Marketing,market research
Dentsu Creative,Business,marketing
Dentsu Creative,Soft_Skills,communication
Dentsu Creative,Soft_Skills,communication skills
Dentsu Creative,Analytics,excel
Mirae Asset Finance Company (Vietnam),Soft_Skills,communication
Mirae Asset Finance Company (Vietnam),Soft_Skills,negotiation skills
Mirae Asset Finance Company (Vietnam),Business,business plan
Mirae Asset Finance Company (Vietnam),Marketing,market research
Mirae Asset Finance Company (Vietnam),Business,business strategy
Mirae Asset Finance Company (Vietnam),WebD,client
Mirae Asset Finance Company (Vietnam),Soft_Skills,critical thinking
Mirae Asset Finance Company (Vietnam),Soft_Skills,problem solving
Publicis Groupe,Business,marketing
Publicis Groupe,Business,strategies
Publicis Groupe,Business,digital
Publicis Groupe,Marketing,digital marketing
Publicis Groupe,Analytics,optimization
Publicis Groupe,Business,advertising
Publicis Groupe,DevOps,adwords
Publicis Groupe,Soft_Skills,organized
Publicis Groupe,Soft_Skills,presentation
Publicis Groupe,Soft_Skills,communication
Publicis Groupe,Soft_Skills,english
Publicis Groupe,Soft_Skills,critical thinking
Publicis Groupe,Soft_Skills,problem solving
Publicis Groupe,Business,ms excel
Publicis Groupe,Analytics,excel
Four Hands Vietnam,Soft_Skills,dashboards
Four Hands Vietnam,Soft_Skills,initiative
Four Hands Vietnam,ML/AI,data modeling
Four Hands Vietnam,Soft_Skills,creative
Four Hands Vietnam,Soft_Skills,problem solving
Four Hands Vietnam,Soft_Skills,communication
Four Hands Vietnam,Soft_Skills,communication skills
Four Hands Vietnam,Soft_Skills,english
Four Hands Vietnam,Soft_Skills,adaptability
Four Hands Vietnam,Coding,sql
Four Hands Vietnam,Business,supply chain
Shopee,Analytics,data analysis
Shopee,Business,business development
Shopee,Soft_Skills,leadership
Shopee,Soft_Skills,communication
Shopee,Soft_Skills,problem solving
Golden Communication Group,Soft_Skills,vietnamese
Golden Communication Group,Soft_Skills,flexible
Golden Communication Group,Business,strategies
Golden Communication Group,Soft_Skills,project management
Golden Communication Group,WebD,client
Home Credit Vietnam,Business,strategies
Home Credit Vietnam,Business,performance metrics
Home Credit Vietnam,Business,marketing
Home Credit Vietnam,Soft_Skills,communication
Home Credit Vietnam,Soft_Skills,presentation
Home Credit Vietnam,Analytics,excel
Home Credit Vietnam,DevOps,powerpoint
SoftwareOne,DevOps,aws
SoftwareOne,WebD,client
SoftwareOne,DevOps,kubernetes
SoftwareOne,WebD,server
SoftwareOne,WebD,protocols
SoftwareOne,DevOps,ansible
SoftwareOne,DevOps,docker
SoftwareOne,Coding,python
SoftwareOne,DevOps,devops
SoftwareOne,Soft_Skills,problem solving
SoftwareOne,Soft_Skills,communication
SoftwareOne,Soft_Skills,communication skills
SoftwareOne,Soft_Skills,vietnamese
SoftwareOne,Soft_Skills,english
Capillary Technologies,WebD,client
Capillary Technologies,Marketing,brand management
Capillary Technologies,Soft_Skills,documentation
Capillary Technologies,Soft_Skills,communication
Capillary Technologies,Soft_Skills,communication skills
Capillary Technologies,Soft_Skills,multitask
Capillary Technologies,Soft_Skills,vietnamese
Capillary Technologies,Soft_Skills,writing skills
Publicis Groupe Vietnam,Soft_Skills,creative
Publicis Groupe Vietnam,Business,creative thinking
Publicis Groupe Vietnam,Soft_Skills,english
Publicis Groupe Vietnam,WebD,client
Publicis Groupe Vietnam,Soft_Skills,critical thinking
Publicis Groupe Vietnam,Business,digital
Publicis Groupe Vietnam,Soft_Skills,vietnamese
Publicis Groupe Vietnam,Soft_Skills,interpersonal skills
Publicis Groupe Vietnam,Business,advertising
MoMo (M_Service),ML/AI,regression
MoMo (M_Service),DevOps,databases
MoMo (M_Service),DevOps,software development
MoMo (M_Service),WebD,api
MoMo (M_Service),DevOps,docker
Publicis Groupe Vietnam,Coding,go
Publicis Groupe Vietnam,Analytics,optimization
Publicis Groupe Vietnam,WebD,client
Publicis Groupe Vietnam,Business,digital
Publicis Groupe Vietnam,Marketing,social media marketing
Publicis Groupe Vietnam,Business,marketing
Publicis Groupe Vietnam,Soft_Skills,social media platforms
Publicis Groupe Vietnam,Soft_Skills,writing skills
Publicis Groupe Vietnam,Soft_Skills,communication
Publicis Groupe Vietnam,Soft_Skills,creative
Publicis Groupe Vietnam,Soft_Skills,ownership
RMIT University,Business,digital
RMIT University,Soft_Skills,english
RMIT University,Soft_Skills,communication
Golden Communication Group,Soft_Skills,vietnamese
Golden Communication Group,Soft_Skills,flexible
Golden Communication Group,Analytics,excel
Golden Communication Group,Business,advertising
Golden Communication Group,Soft_Skills,creative
Golden Communication Group,WebD,client
Golden Communication Group,Soft_Skills,presentation
Golden Communication Group,Marketing,influencer marketing
Golden Communication Group,Business,marketing
Golden Communication Group,Soft_Skills,communication
Golden Communication Group,Soft_Skills,time management
Golden Communication Group,Soft_Skills,project management
Astek,Business,digital
Astek,Soft_Skills,customer focused
Astek,Prod_mgmt.,customer focused
Astek,Soft_Skills,communication
Astek,Soft_Skills,documentation
Astek,Security_Network,incident response
Astek,WebD,api
Astek,Soft_Skills,problem solving
Astek,DevOps,software development
Astek,Soft_Skills,writing skills
Astek,Soft_Skills,english
Astek,Soft_Skills,vietnamese
Artemis Digital,Business,digital
Artemis Digital,Marketing,digital marketing
Artemis Digital,Business,marketing
Artemis Digital,Marketing,seo
Artemis Digital,Business,strategies
Artemis Digital,Analytics,optimization
Artemis Digital,Soft_Skills,communication
Artemis Digital,Soft_Skills,communication skills
Artemis Digital,Soft_Skills,english
Artemis Digital,Business,google analytics
Beyondsoft,Business,digital
Beyondsoft,Soft_Skills,team building
Beyondsoft,WebD,protocols
Beyondsoft,Business,marketing
Beyondsoft,Business,strategic thinking
Beyondsoft,Soft_Skills,communication
Beyondsoft,Soft_Skills,english
IFC - International Finance Corporation,Business,digital
IFC - International Finance Corporation,Business,strategies
IFC - International Finance Corporation,Soft_Skills,organized
IFC - International Finance Corporation,Soft_Skills,project management
IFC - International Finance Corporation,WebD,client
IFC - International Finance Corporation,Soft_Skills,initiative
IFC - International Finance Corporation,Business,business development
IFC - International Finance Corporation,Soft_Skills,problem solving
IFC - International Finance Corporation,Soft_Skills,creative
IFC - International Finance Corporation,Soft_Skills,communication
IFC - International Finance Corporation,Soft_Skills,communication skills
IFC - International Finance Corporation,Soft_Skills,english
IFC - International Finance Corporation,Soft_Skills,vietnamese
Shopee,Soft_Skills,creative
Shopee,Soft_Skills,team management
Shopee,Soft_Skills,communication
Shopee,Soft_Skills,communication skills
Shopee,Soft_Skills,problem solving
Astek,Business,digital
Astek,DevOps,devops
Astek,DevOps,software development
Astek,DevOps,jenkins
Astek,DevOps,azure
Astek,Soft_Skills,vietnamese
UOB,Business,strategies
UOB,Soft_Skills,communication
UOB,Soft_Skills,problem solving
UOB,Soft_Skills,negotiation skills
Shopee,Analytics,business insights
Shopee,Business,demand planning
Shopee,Soft_Skills,dashboards
Shopee,Analytics,optimization
The Access Group,Soft_Skills,organizational
The Access Group,WebD,html
The Access Group,Marketing,seo
The Access Group,Soft_Skills,time management
The Access Group,Soft_Skills,initiative
The Access Group,Soft_Skills,communication
The Access Group,Soft_Skills,communication skills
The Access Group,Soft_Skills,english
The Access Group,Soft_Skills,interpersonal skills
ApplyBoard,Soft_Skills,organized
ApplyBoard,Soft_Skills,leadership
ApplyBoard,Business,strategies
ApplyBoard,WebD,client
GENUINE PARTNER GROUP,Business,strategies
GENUINE PARTNER GROUP,Soft_Skills,communication
GENUINE PARTNER GROUP,Soft_Skills,interpersonal skills
NAB Innovation Centre Vietnam,Soft_Skills,team work
NAB Innovation Centre Vietnam,Business,digital
NAB Innovation Centre Vietnam,Marketing,seo
NAB Innovation Centre Vietnam,Soft_Skills,customer focused
NAB Innovation Centre Vietnam,Prod_mgmt.,customer focused
NAB Innovation Centre Vietnam,Soft_Skills,flexible
NAB Innovation Centre Vietnam,Analytics,optimization
NAB Innovation Centre Vietnam,Soft_Skills,creative
NAB Innovation Centre Vietnam,WebD,html
NAB Innovation Centre Vietnam,WebD,css
NAB Innovation Centre Vietnam,WebD,javascript
NAB Innovation Centre Vietnam,WebD,react
NAB Innovation Centre Vietnam,Soft_Skills,english
NAB Innovation Centre Vietnam,Soft_Skills,communication
NAB Innovation Centre Vietnam,Soft_Skills,communication skills
NAB Innovation Centre Vietnam,Soft_Skills,ownership
NAB Innovation Centre Vietnam,Soft_Skills,leadership
Terroir & Spice,Business,marketing
Terroir & Spice,Soft_Skills,communication
Terroir & Spice,Business,digital
Terroir & Spice,Marketing,digital marketing
Terroir & Spice,Soft_Skills,project management
Terroir & Spice,Business,advertising
Terroir & Spice,Soft_Skills,interpersonal skills
Terroir & Spice,Soft_Skills,english
Terroir & Spice,Soft_Skills,vietnamese
DP World,Business,supply chain
XPROFILE - Integrated Human Resources Solutions,Business,marketing
XPROFILE - Integrated Human Resources Solutions,Business,supply chain
XPROFILE - Integrated Human Resources Solutions,Soft_Skills,presentation
XPROFILE - Integrated Human Resources Solutions,Soft_Skills,leadership
XPROFILE - Integrated Human Resources Solutions,Soft_Skills,english
XPROFILE - Integrated Human Resources Solutions,Soft_Skills,communication
XPROFILE - Integrated Human Resources Solutions,Soft_Skills,time management
Omnicom Media Group,Business,digital
Omnicom Media Group,Business,strategies
Omnicom Media Group,WebD,client
Omnicom Media Group,Soft_Skills,action oriented
Omnicom Media Group,Business,ms office
Omnicom Media Group,Soft_Skills,english
Omnicom Media Group,Soft_Skills,vietnamese
Omnicom Media Group,Business,marketing
Omnicom Media Group,Business,google analytics
Omnicom Media Group,Soft_Skills,communication
Omnicom Media Group,Soft_Skills,presentation
Publicis Groupe Vietnam,Analytics,optimization
Publicis Groupe Vietnam,WebD,client
Publicis Groupe Vietnam,Business,strategic thinking
Publicis Groupe Vietnam,Business,strategies
Publicis Groupe Vietnam,Business,digital
Publicis Groupe Vietnam,DevOps,adwords
Publicis Groupe Vietnam,Soft_Skills,organized
Publicis Groupe Vietnam,Business,google analytics
Publicis Groupe Vietnam,Soft_Skills,english
Publicis Groupe Vietnam,Soft_Skills,presentation
Shopee,Marketing,market research
Shopee,Business,strategies
Shopee,Soft_Skills,critical thinking
Shopee,Soft_Skills,communication
Shopee,Soft_Skills,presentation
Shopee,Soft_Skills,interpersonal skills
Shopee,Soft_Skills,communication skills
Shopee,Soft_Skills,english
Shopee,Soft_Skills,flexible
Shopee,Soft_Skills,time management
Shopee,Soft_Skills,organizational
Techcombank (TCB),WebD,client
Techcombank (TCB),Business,marketing
Techcombank (TCB),Soft_Skills,organizational
Techcombank (TCB),Business,business plan
Techcombank (TCB),Soft_Skills,english
Techcombank (TCB),Business,direct sales
Techcombank (TCB),Business,sales management
Omnicom Media Group,Soft_Skills,communication
Omnicom Media Group,WebD,client
Omnicom Media Group,Business,digital
Omnicom Media Group,Soft_Skills,communication skills
Omnicom Media Group,Business,analytical skills
GFT Technologies,Soft_Skills,problem solving
GFT Technologies,Coding,java
GFT Technologies,Soft_Skills,leadership
GFT Technologies,Soft_Skills,english
MoMo (M_Service),Business,marketing
MoMo (M_Service),Prod_mgmt.,user research
MoMo (M_Service),Coding,go
MoMo (M_Service),Analytics,data driven
MoMo (M_Service),Soft_Skills,leadership
MoMo (M_Service),Business,advertising
MoMo (M_Service),Soft_Skills,problem solving
MoMo (M_Service),Business,strategies
MoMo (M_Service),Soft_Skills,communication
MoMo (M_Service),Soft_Skills,communication skills
Chợ Tốt,Soft_Skills,vietnamese
Chợ Tốt,Coding,c
Chợ Tốt,Marketing,seo
Chợ Tốt,Business,marketing
Chợ Tốt,Soft_Skills,ownership
Chợ Tốt,Business,strategies
Chợ Tốt,Analytics,web analytics
Chợ Tốt,Soft_Skills,dashboards
Chợ Tốt,Soft_Skills,team management
Chợ Tốt,Business,ms excel
Chợ Tốt,Analytics,excel
Chợ Tốt,Business,google analytics
Chợ Tốt,Soft_Skills,english
Chợ Tốt,DevOps,adwords
Astek,Coding,java
Astek,Business,digital
Astek,DevOps,software development
Astek,Soft_Skills,team work
Astek,DevOps,aws
Astek,Soft_Skills,english
Astek,WebD,http
Astek,WebD,json
Astek,Soft_Skills,communication
Astek,Soft_Skills,team management
Astek,Soft_Skills,vietnamese
Hakuhodo in Vietnam,Soft_Skills,project management
Hakuhodo in Vietnam,Soft_Skills,strategic planning
Hakuhodo in Vietnam,WebD,client
Hakuhodo in Vietnam,Soft_Skills,creative
Hakuhodo in Vietnam,Business,strategies
Hakuhodo in Vietnam,Business,advertising
Hakuhodo in Vietnam,Soft_Skills,social media platforms
Hakuhodo in Vietnam,Soft_Skills,communication
Hakuhodo in Vietnam,Soft_Skills,communication skills
Hakuhodo in Vietnam,Soft_Skills,english
Hakuhodo in Vietnam,Soft_Skills,vietnamese
Hakuhodo in Vietnam,DevOps,powerpoint
Hakuhodo in Vietnam,Analytics,excel
Hakuhodo in Vietnam,Soft_Skills,presentation
Hakuhodo in Vietnam,Soft_Skills,critical thinking
Techcombank (TCB),Soft_Skills,leadership
Techcombank (TCB),Business,business strategy
Techcombank (TCB),Soft_Skills,english
Publicis Groupe Vietnam,Coding,go
Publicis Groupe Vietnam,Soft_Skills,creative
Publicis Groupe Vietnam,Business,digital
Publicis Groupe Vietnam,Business,advertising
Publicis Groupe Vietnam,Business,marketing
Publicis Groupe Vietnam,Soft_Skills,documentation
Publicis Groupe Vietnam,Soft_Skills,organized
Publicis Groupe Vietnam,Soft_Skills,communication
Publicis Groupe Vietnam,Soft_Skills,english
Yokogawa Votiva Solutions,Soft_Skills,documentation
Yokogawa Votiva Solutions,DevOps,software development
Yokogawa Votiva Solutions,DevOps,powerbi
Yokogawa Votiva Solutions,Coding,c
Yokogawa Votiva Solutions,Coding,sql
Yokogawa Votiva Solutions,DevOps,azure
Chợ Tốt,Business,business plan
Chợ Tốt,Business,business development
Chợ Tốt,Soft_Skills,negotiation skills
Chợ Tốt,Soft_Skills,communication
Chợ Tốt,Business,marketing
GFT Technologies,Business,strategies
GFT Technologies,Soft_Skills,organizational
GFT Technologies,Coding,java
GFT Technologies,Coding,sql
GFT Technologies,WebD,api
GFT Technologies,Soft_Skills,team building
RMIT University,Soft_Skills,english
RMIT University,Soft_Skills,communication
Publicis Groupe Vietnam,Marketing,atl
Publicis Groupe Vietnam,Business,digital
Publicis Groupe Vietnam,Soft_Skills,creative
Publicis Groupe Vietnam,Business,marketing
Publicis Groupe Vietnam,Business,advertising
Publicis Groupe Vietnam,Soft_Skills,documentation
Publicis Groupe Vietnam,Soft_Skills,english
KHUMSUB,Soft_Skills,problem solving
KHUMSUB,Soft_Skills,english
KHUMSUB,Soft_Skills,vietnamese
Omnicom Media Group,WebD,client
Omnicom Media Group,Business,strategies
Omnicom Media Group,Soft_Skills,english
Omnicom Media Group,Soft_Skills,strategic planning
Omnicom Media Group,Soft_Skills,communication
Omnicom Media Group,Soft_Skills,presentation
Omnicom Media Group,Soft_Skills,creative
Omnicom Media Group,Soft_Skills,leadership
Shopee,Business,strategies
Shopee,Business,supply chain
Shopee,Business,business development
Shopee,Soft_Skills,communication
Shopee,Soft_Skills,presentation
Shopee,Soft_Skills,negotiation skills
Shopee,Soft_Skills,organizational
Shopee,Soft_Skills,leadership
Techcombank (TCB),Business,business development
Techcombank (TCB),Soft_Skills,project management
Techcombank (TCB),Soft_Skills,performance management
Techcombank (TCB),DevOps,software development
Techcombank (TCB),Coding,java
Techcombank (TCB),ML/AI,iot
Techcombank (TCB),Business,strategies
Techcombank (TCB),Business,digital
Techcombank (TCB),Soft_Skills,english
Dentons LuatViet,Soft_Skills,vietnamese
Dentons LuatViet,WebD,client
Dentons LuatViet,Business,strategies
Dentons LuatViet,Soft_Skills,problem solving
Dentons LuatViet,Soft_Skills,communication
Dentons LuatViet,Soft_Skills,communication skills
Dentons LuatViet,Soft_Skills,english
Dentons LuatViet,Analytics,excel
MFast,Business,analytical skills
MFast,Analytics,data analysis
MFast,Soft_Skills,team building
NAB Innovation Centre Vietnam,Soft_Skills,team work
NAB Innovation Centre Vietnam,Business,digital
NAB Innovation Centre Vietnam,Coding,go
NAB Innovation Centre Vietnam,Soft_Skills,team management
NAB Innovation Centre Vietnam,Soft_Skills,customer focused
NAB Innovation Centre Vietnam,Prod_mgmt.,customer focused
NAB Innovation Centre Vietnam,Soft_Skills,flexible
NAB Innovation Centre Vietnam,Soft_Skills,stakeholder management
NAB Innovation Centre Vietnam,Soft_Skills,project management
NAB Innovation Centre Vietnam,Soft_Skills,problem solving
NAB Innovation Centre Vietnam,Analytics,data driven
NAB Innovation Centre Vietnam,Analytics,optimization
NAB Innovation Centre Vietnam,Marketing,seo
NAB Innovation Centre Vietnam,WebD,html
NAB Innovation Centre Vietnam,WebD,css
NAB Innovation Centre Vietnam,Soft_Skills,ownership
NAB Innovation Centre Vietnam,Soft_Skills,leadership
NAB Innovation Centre Vietnam,Soft_Skills,english
SoftwareOne,Soft_Skills,organizational
SoftwareOne,Business,strategies
SoftwareOne,DevOps,azure
SoftwareOne,Security_Network,network security
SoftwareOne,Soft_Skills,leadership
SoftwareOne,Soft_Skills,documentation
SoftwareOne,Soft_Skills,communication
SoftwareOne,Soft_Skills,presentation
SoftwareOne,Soft_Skills,problem solving
SoftwareOne,Soft_Skills,stakeholder management
SoftwareOne,DevOps,devops
AIA Vietnam,Soft_Skills,documentation
AIA Vietnam,Soft_Skills,communication
AIA Vietnam,Soft_Skills,presentation
Publicis Groupe Vietnam,Business,digital
Publicis Groupe Vietnam,Analytics,data driven
Publicis Groupe Vietnam,WebD,client
Publicis Groupe Vietnam,Business,marketing
Publicis Groupe Vietnam,Business,strategies
Publicis Groupe Vietnam,Marketing,digital marketing
Publicis Groupe Vietnam,Analytics,optimization
Publicis Groupe Vietnam,Business,advertising
Publicis Groupe Vietnam,DevOps,adwords
Publicis Groupe Vietnam,Soft_Skills,organized
Publicis Groupe Vietnam,Soft_Skills,presentation
Publicis Groupe Vietnam,Soft_Skills,communication
Publicis Groupe Vietnam,Soft_Skills,english
Publicis Groupe Vietnam,Soft_Skills,critical thinking
Publicis Groupe Vietnam,Soft_Skills,problem solving
Publicis Groupe Vietnam,Business,ms excel
Publicis Groupe Vietnam,Analytics,excel
HCLTech Vietnam,DevOps,azure
HCLTech Vietnam,DevOps,aws
HCLTech Vietnam,Business,digital
HCLTech Vietnam,WebD,client
HCLTech Vietnam,WebD,api
HCLTech Vietnam,DevOps,software development
HCLTech Vietnam,Soft_Skills,english
HCLTech Vietnam,Coding,go
HCLTech Vietnam,Coding,java
HCLTech Vietnam,Soft_Skills,flexible
Publicis Groupe Vietnam,WebD,client
Publicis Groupe Vietnam,Business,digital
Publicis Groupe Vietnam,Soft_Skills,organized
Publicis Groupe Vietnam,Business,google analytics
Publicis Groupe Vietnam,Soft_Skills,presentation
Publicis Groupe Vietnam,Soft_Skills,communication
Publicis Groupe Vietnam,Soft_Skills,english
KTI Talent Indicator,Business,digital
KTI Talent Indicator,Soft_Skills,english
KTI Talent Indicator,Marketing,market research
Aloha Consulting Group,WebD,client
Aloha Consulting Group,Soft_Skills,english
Aloha Consulting Group,Soft_Skills,communication
Aloha Consulting Group,Soft_Skills,communication skills
Aloha Consulting Group,Soft_Skills,interpersonal skills
Aloha Consulting Group,Coding,go
Aloha Consulting Group,Soft_Skills,organized
Aloha Consulting Group,Soft_Skills,time management
Aloha Consulting Group,Soft_Skills,problem solving
FE CREDIT,Analytics,business analysis
FE CREDIT,Soft_Skills,vietnamese
FE CREDIT,Soft_Skills,english
FE CREDIT,DevOps,powerpoint
FE CREDIT,Soft_Skills,presentation
FE CREDIT,Soft_Skills,communication
Confluence,WebD,client
Confluence,Analytics,excel
Confluence,Soft_Skills,problem solving
Confluence,Soft_Skills,communication
Confluence,Business,analytical skills
Confluence,Soft_Skills,organized
Confluence,Soft_Skills,flexible
Leo Burnett,Coding,go
Leo Burnett,WebD,client
Leo Burnett,Soft_Skills,client management
Leo Burnett,Soft_Skills,creative
Leo Burnett,Soft_Skills,communication
Leo Burnett,Soft_Skills,project management
Leo Burnett,Business,strategies
Leo Burnett,Soft_Skills,leadership
Leo Burnett,Soft_Skills,people management
Leo Burnett,Soft_Skills,problem solving
Leo Burnett,Business,advertising
Leo Burnett,Business,marketing
Leo Burnett,Business,digital
Leo Burnett,Soft_Skills,english
Leo Burnett,Soft_Skills,organized
Leo Burnett,Soft_Skills,ownership
Leo Burnett,Analytics,excel
Leo Burnett,DevOps,powerpoint
Keppel (Real Estate Division – Vietnam),Soft_Skills,documentation
Keppel (Real Estate Division – Vietnam),Business,ms office
Keppel (Real Estate Division – Vietnam),Analytics,excel
Keppel (Real Estate Division – Vietnam),Soft_Skills,problem solving
Keppel (Real Estate Division – Vietnam),Soft_Skills,communication
Keppel (Real Estate Division – Vietnam),Soft_Skills,communication skills
Liberty Insurance Vietnam,WebD,client
Liberty Insurance Vietnam,Business,business development
Liberty Insurance Vietnam,Soft_Skills,organizational
Liberty Insurance Vietnam,Soft_Skills,english
Tech Data APAC​,Business,business development
Tech Data APAC​,Business,inventory management
